Timestamp;br1;ec;hum;ph;tp
2025-05-07 05:30:00;14661.495333333321;0.4177579365057643;65.20383333333331;5.814583333333329;22.454333333333327
2025-05-07 06:30:00;14431.84183333334;0.6637896825362316;65.92937499999996;6.088291666666661;23.98691666666666
2025-05-07 07:30:00;14492.318500000007;0.9631448412648359;67.60829166666667;8.007541666666665;24.361666666666633
2025-05-07 08:30:00;14491.092250000018;0.9354166666618043;68.41829166666663;8.21004166666666;24.555750000000007
2025-05-07 09:30:00;14450.943874999966;0.9369543650744926;64.89566666666668;7.173124999999994;24.715916666666676
2025-05-07 10:30:00;14556.270749999967;0.9397321428522561;53.41654166666664;6.050499999999997;24.841833333333334
2025-05-07 11:30:00;14461.537958333325;0.9322916666618215;48.653291666666654;6.016291666666671;25.19933333333334
2025-05-07 12:30:00;14431.898124999996;0.9171130952333282;46.75870833333335;7.594208333333338;25.838083333333337
2025-05-07 13:30:00;482653.46654166665;0.9143849206301685;48.95737500000002;8.057916666666666;26.774583333333336
2025-05-07 14:30:00;14488.393416666671;0.9292658730110397;46.44741666666666;7.729458333333333;27.93416666666667
2025-05-07 15:30:00;14325.728666666653;0.9489583333283996;46.31612499999997;6.224166666666666;28.09216666666667
2025-05-07 16:30:00;14388.30295833333;0.9417658730109763;45.992416666666685;6.180166666666665;27.304708333333302
2025-05-07 17:30:00;0.7880281690140848;0.9132653061177015;46.95685714285715;7.832857142857144;25.11271428571429
2025-05-07 18:30:00;0;0.9059255281012707;47.87842105263158;8.204812030075189;23.681729323308264
2025-05-07 19:30:00;0;0.9058441558394462;46.83416666666667;8.090909090909093;23.15727272727275
2025-05-07 20:30:00;0;0.9251954513100443;46.485223880597005;6.414701492537311;22.840746268656705
2025-05-07 21:30:00;0;0.9293710021273649;48.46365671641791;6.170820895522387;22.56455223880594
2025-05-07 22:30:00;0;0.9242424242376178;52.309621212121215;7.0659848484848515;22.287272727272708
2025-05-07 23:30:00;0;0.9159505907578576;53.29578947368421;8.222330827067672;22.078120300751877
2025-05-08 00:30:00;0;0.9097222222174909;52.841742424242405;8.412954545454543;21.907424242424273
2025-05-08 01:30:00;0;0.9188148943740267;51.821954887218034;7.223759398496247;21.74323308270674
2025-05-08 02:30:00;0;0.9307196562787287;49.43571428571431;6.231654135338344;21.606691729323295
2025-05-08 03:30:00;0.42542857142857143;0.9317632850193104;48.20391304347826;6.295144927536233;21.451014492753643
2025-05-08 04:30:00;12.354189189189192;0.9243487993439962;46.44670940170937;7.97414529914529;21.432435897435894
2025-05-08 05:30:00;14358.801708333332;0.9246527777729708;45.34649999999999;8.472583333333338;23.76104166666665
2025-05-08 06:30:00;14310.979958333326;0.9237599206301161;47.18870833333335;7.679291666666674;25.130000000000027
2025-05-08 07:30:00;14147.48920168069;0.940626250495308;47.59718487394956;6.080546218487391;25.553781512605052
2025-05-08 08:30:00;14086.780041666647;1.0199900793597783;47.6689583333333;5.569458333333336;25.886708333333353
2025-05-08 09:30:00;14140.973083333356;1.0963789682482672;47.65700000000002;6.910666666666663;26.228541666666658
2025-05-08 10:30:00;14208.189499999984;1.0413690476136368;45.99483333333335;7.883874999999988;26.548791666666684
2025-05-08 11:30:00;14261.039999999995;1.0260912698359381;45.05862499999999;7.84141666666666;27.008874999999996
2025-05-08 12:30:00;14350.881583333356;1.0391369047565018;44.143166666666694;6.089333333333334;27.58070833333331
2025-05-08 13:30:00;14453.439583333318;1.0417162698358537;43.648541666666674;5.804000000000003;28.517625
2025-05-08 14:30:00;14540.469102564099;1.0218253968200828;42.2444871794872;6.912905982905979;29.67679487179487
2025-05-08 15:30:00;14350.543166666663;0.9994047618995662;42.534916666666696;7.885416666666669;29.862875000000006
2025-05-08 16:30:00;14289.279916666655;1.0180059523756633;42.94845833333336;7.581041666666667;29.108833333333312
2025-05-08 17:30:00;1.0019230769230776;1.0290640394035175;46.55413793103447;6.522413793103446;27.112620689655188
2025-05-08 18:30:00;0;1.0364250177629135;49.73179104477609;6.038880597014925;25.63029850746268
2025-05-08 19:30:00;0;1.0286069651687801;52.84328358208955;7.396417910447761;25.094850746268662
2025-05-08 20:30:00;0;1.0207889125746483;52.057164179104475;8.103283582089553;24.740149253731314
2025-05-08 21:30:00;0;1.0280739161282728;51.09679104477611;7.643582089552239;24.502686567164158
2025-05-08 22:30:00;0;1.046634443245541;49.48624060150376;6.037443609022557;24.339473684210528
2025-05-08 23:30:00;0;1.0505728607177731;47.12924812030076;5.926466165413532;24.189548872180456
2025-05-09 00:30:00;0;1.043109668104244;43.88780303030305;7.219772727272728;24.124090909090903
2025-05-09 01:30:00;0;1.034026297080623;44.54;7.986044776119406;23.997761194029824
2025-05-09 02:30:00;0;1.0407647907593764;44.237045454545445;7.829015151515151;23.842803030303028
2025-05-09 03:30:00;0.48211267605633806;1.0536142514504998;43.54151079136693;6.202086330935254;23.688561151079153
2025-05-09 04:30:00;13.233677130044839;1.0599797365699646;44.31970212765955;5.7161276595744654;23.590340425531938
2025-05-09 05:30:00;13294.73525;1.0551587301532406;47.89958333333335;6.817124999999998;25.20104166666666
2025-05-09 06:30:00;12811.962291666656;1.0466765872961425;53.494749999999975;8.428250000000004;25.257416666666686
2025-05-09 07:30:00;12803.294666666672;1.0568452380897417;54.46566666666664;7.848541666666671;25.397874999999953
2025-05-09 08:30:00;12795.202833333335;1.0865079365022807;52.2805833333333;5.483374999999996;25.613583333333313
2025-05-09 09:30:00;12806.007708333325;1.0937996031689112;49.83575;5.082625000000004;25.82879166666667
